 Npionts = 1531 
 timeMax = 15
 0                0.00000         -0.0012481698 
 1                0.05208         -0.0015625793 
 2                0.10417         -0.0018872058 
 3                0.15625         -0.0022172054 
 4                0.20833         -0.0025466667 
 5                0.26042         -0.0028675918 
 6                0.31250         -0.0031714988 
 7                0.36458         -0.0034500694 
 8                0.41667         -0.0036951013 
 9                0.46875         -0.0038989688 
 10                0.52083         -0.0040557197 
 11                0.57292         -0.0041634688 
 12                0.62500         -0.0042230661 
 13                0.67708         -0.0042364604 
 14                0.72917         -0.0042062343 
 15                0.78125         -0.0041353545 
 16                0.83333         -0.0040268793 
 17                0.88542         -0.0038814588 
 18                0.93750         -0.0036977398 
 19                0.98958         -0.0034746220 
 20                1.04167         -0.0032121516 
 21                1.09375         -0.0029121088 
 22                1.14583         -0.0025772361 
 23                1.19792         -0.0022120565 
 24                1.25000         -0.0018234074 
 25                1.30208         -0.0014191290 
 26                1.35417         -0.0010070154 
 27                1.40625         -0.0005931599 
 28                1.45833         -0.0001835631 
 29                1.51042          0.0002157400 
 30                1.56250          0.0005995593 
 31                1.61458          0.0009635565 
 32                1.66667          0.0013032480 
 33                1.71875          0.0016128748 
 34                1.77083          0.0018881276 
 35                1.82292          0.0021260131 
 36                1.87500          0.0023242868 
 37                1.92708          0.0024816520 
 38                1.97917          0.0025984142 
 39                2.03125          0.0026759263 
 40                2.08333          0.0027140000 
 41                2.13542          0.0027115914 
 42                2.18750          0.0026671028 
 43                2.23958          0.0025784872 
 44                2.29167          0.0024432274 
 45                2.34375          0.0022600082 
 46                2.39583          0.0020298948 
 47                2.44792          0.0017555043 
 48                2.50000          0.0014418122 
 49                2.55208          0.0010949153 
 50                2.60417          0.0007216997 
 51                2.65625          0.0003283816 
 52                2.70833         -0.0000791976 
 53                2.76042         -0.0004951916 
 54                2.81250         -0.0009158121 
 55                2.86458         -0.0013378672 
 56                2.91667         -0.0017582773 
 57                2.96875         -0.0021733185 
 58                3.02083         -0.0025801613 
 59                3.07292         -0.0029762258 
 60                3.12500         -0.0033568281 
 61                3.17708         -0.0037168996 
 62                3.22917         -0.0040516474 
 63                3.28125         -0.0043567723 
 64                3.33333         -0.0046266379 
 65                3.38542         -0.0048558296 
 66                3.43750         -0.0050413171 
 67                3.48958         -0.0051807556 
 68                3.54167         -0.0052719106 
 69                3.59375         -0.0053130341 
 70                3.64583         -0.0053040981 
 71                3.69792         -0.0052464196 
 72                3.75000         -0.0051412166 
 73                3.80208         -0.0049901587 
 74                3.85417         -0.0047959623 
 75                3.90625         -0.0045618498 
 76                3.95833         -0.0042913288 
 77                4.01042         -0.0039870861 
 78                4.06250         -0.0036517971 
 79                4.11458         -0.0032884081 
 80                4.16667         -0.0028998217 
 81                4.21875         -0.0024899890 
 82                4.27083         -0.0020634601 
 83                4.32292         -0.0016260385 
 84                4.37500         -0.0011843539 
 85                4.42708         -0.0007458305 
 86                4.47917         -0.0003187335 
 87                4.53125          0.0000895286 
 88                4.58333          0.0004721224 
 89                4.63542          0.0008229124 
 90                4.68750          0.0011360996 
 91                4.73958          0.0014062962 
 92                4.79167          0.0016292703 
 93                4.84375          0.0018013232 
 94                4.89583          0.0019192758 
 95                4.94792          0.0019807719 
 96                5.00000          0.0019852812 
 97                5.05208          0.0019345734 
 98                5.10417          0.0018313931 
 99                5.15625          0.0016788918 
 100                5.20833          0.0014814263 
 101                5.26042          0.0012441346 
 102                5.31250          0.0009719377 
 103                5.36458          0.0006686371 
 104                5.41667          0.0003382169 
 105                5.46875         -0.0000137720 
 106                5.52083         -0.0003816496 
 107                5.57292         -0.0007604841 
 108                5.62500         -0.0011455226 
 109                5.67708         -0.0015302122 
 110                5.72917         -0.0019067884 
 111                5.78125         -0.0022689554 
 112                5.83333         -0.0026113260 
 113                5.88542         -0.0029270281 
 114                5.93750         -0.0032080316 
 115                5.98958         -0.0034484238 
 116                6.04167         -0.0036453309 
 117                6.09375         -0.0037963562 
 118                6.14583         -0.0038989509 
 119                6.19792         -0.0039536071 
 120                6.25000         -0.0039644457 
 121                6.30208         -0.0039360256 
 122                6.35417         -0.0038716077 
 123                6.40625         -0.0037743675 
 124                6.45833         -0.0036485192 
 125                6.51042         -0.0034959826 
 126                6.56250         -0.0033159895 
 127                6.61458         -0.0031082446 
 128                6.66667         -0.0028739802 
 129                6.71875         -0.0026155826 
 130                6.77083         -0.0023355561 
 131                6.82292         -0.0020395609 
 132                6.87500         -0.0017351754 
 133                6.92708         -0.0014286218 
 134                6.97917         -0.0011250613 
 135                7.03125         -0.0008281765 
 136                7.08333         -0.0005409585 
 137                7.13542         -0.0002636107 
 138                7.18750          0.0000052051 
 139                7.23958          0.0002660085 
 140                7.29167          0.0005190475 
 141                7.34375          0.0007632254 
 142                7.39583          0.0009964895 
 143                7.44792          0.0012152881 
 144                7.50000          0.0014146883 
 145                7.55208          0.0015898190 
 146                7.60417          0.0017359662 
 147                7.65625          0.0018492239 
 148                7.70833          0.0019273611 
 149                7.76042          0.0019693751 
 150                7.81250          0.0019752983 
 151                7.86458          0.0019455445 
 152                7.91667          0.0018815925 
 153                7.96875          0.0017856081 
 154                8.02083          0.0016586169 
 155                8.07292          0.0015018049 
 156                8.12500          0.0013167382 
 157                8.17708          0.0011048641 
 158                8.22917          0.0008656074 
 159                8.28125          0.0005981778 
 160                8.33333          0.0003032994 
 161                8.38542         -0.0000187696 
 162                8.43750         -0.0003673738 
 163                8.48958         -0.0007397800 
 164                8.54167         -0.0011296331 
 165                8.59375         -0.0015300324 
 166                8.64583         -0.0019341537 
 167                8.69792         -0.0023341463 
 168                8.75000         -0.0027226498 
 169                8.80208         -0.0030946124 
 170                8.85417         -0.0034475095 
 171                8.90625         -0.0037781756 
 172                8.95833         -0.0040844728 
 173                9.01042         -0.0043652462 
 174                9.06250         -0.0046183594 
 175                9.11458         -0.0048397607 
 176                9.16667         -0.0050243520 
 177                9.21875         -0.0051688351 
 178                9.27083         -0.0052688516 
 179                9.32292         -0.0053196323 
 180                9.37500         -0.0053181897 
 181                9.42708         -0.0052637176 
 182                9.47917         -0.0051564912 
 183                9.53125         -0.0049964396 
 184                9.58333         -0.0047859071 
 185                9.63542         -0.0045284337 
 186                9.68750         -0.0042276188 
 187                9.73958         -0.0038875265 
 188                9.79167         -0.0035135590 
